attendance,away_score,away_team,date,home_score,home_team,margin,round,season,umpires,url,venue
28055,104,Geelong,"Sun, 6-Aug-2006 1:10 PM",87,Brisbane Lions,-17,18,2006,"Chris Donlon (23), Stefan Grun (38), Shane McInerney (211)",http://afltables.com/afl/stats/games/2006/091920060806.html,Gabba
14815,65,Port Adelaide,"Sun, 6-Aug-2006 2:10 PM",84,Kangaroos,19,18,2006,"Martin Ellis (198), Matthew Head (102), Chris Kamolins (19)",http://afltables.com/afl/stats/games/2006/121320060806.html,Docklands
35017,51,Hawthorn,"Sun, 6-Aug-2006 2:40 PM (4:40 PM)",104,Fremantle,53,18,2006,"Scott McLaren (269), Dean Margetts (72), Kieron Nicholls (122)",http://afltables.com/afl/stats/games/2006/081020060806.html,Subiaco
62940,61,Collingwood,"Fri, 11-Aug-2006 7:40 PM",74,Essendon,13,19,2006,"Shane McInerney (212), Michael Vozzo (159), Derek Woodcock (110)",http://afltables.com/afl/stats/games/2006/040520060811.html,M.C.G.
43794,95,Sydney,"Sat, 12-Aug-2006 2:10 PM",63,Melbourne,-32,19,2006,"Darren Goldspink (352), Mathew James (151), Simon Meredith (47)",http://afltables.com/afl/stats/games/2006/111620060812.html,M.C.G.
40067,81,Kangaroos,"Sat, 12-Aug-2006 2:10 PM (4:10 PM)",107,West Coast,26,19,2006,"Martin Ellis (199), Scott Jeffery (102), Damien Sully (9)",http://afltables.com/afl/stats/games/2006/121820060812.html,Subiaco
27211,60,Brisbane Lions,"Sat, 12-Aug-2006 7:10 PM",142,Richmond,82,19,2006,"Stefan Grun (39), Scott McLaren (270), Troy Pannell (26)",http://afltables.com/afl/stats/games/2006/141920060812.html,Docklands
14100,105,Port Adelaide,"Sat, 12-Aug-2006 7:10 PM (7:40 PM)",91,Western Bulldogs,-14,19,2006,"Michael Avon (112), Hayden Kennedy (384), Matt Stevic (48)",http://afltables.com/afl/stats/games/2006/071320060812.html,Marrara Oval
43127,95,Fremantle,"Sun, 13-Aug-2006 12:40 PM (1:10 PM)",80,Adelaide,-15,19,2006,"Brett Allen (318), Brett Rosebury (93), Shaun Ryan (81)",http://afltables.com/afl/stats/games/2006/010820060813.html,Football Park
36817,90,Carlton,"Sun, 13-Aug-2006 2:10 PM",113,Hawthorn,23,19,2006,"Ray Chamberlain (37), Matthew Head (103), Stuart Wenn (189)",http://afltables.com/afl/stats/games/2006/031020060813.html,M.C.G.
40986,103,St Kilda,"Sun, 13-Aug-2006 2:10 PM",80,Geelong,-23,19,2006,"Stephen McBurney (231), Jason Quigley (46), Justin Schmitt (148)",http://afltables.com/afl/stats/games/2006/091520060813.html,Docklands
30281,89,Collingwood,"Fri, 18-Aug-2006 8:10 PM (8:40 PM)",87,Port Adelaide,-2,20,2006,"Mathew James (152), Jason Quigley (47), Justin Schmitt (149)",http://afltables.com/afl/stats/games/2006/041320060818.html,Football Park
29988,98,Adelaide,"Sat, 19-Aug-2006 2:10 PM",105,Western Bulldogs,7,20,2006,"Brett Allen (319), Scott Jeffery (103), Brett Rosebury (94)",http://afltables.com/afl/stats/games/2006/010720060819.html,M.C.G.
21775,63,Sydney,"Sat, 19-Aug-2006 2:10 PM",90,Geelong,27,20,2006,"Ray Chamberlain (38), Stephen McBurney (232), Shaun Ryan (82)",http://afltables.com/afl/stats/games/2006/091620060819.html,Kardinia Park
44275,124,Hawthorn,"Sat, 19-Aug-2006 7:10 PM",106,Essendon,-18,20,2006,"Michael Avon (113), Hayden Kennedy (385), Matt Stevic (49)",http://afltables.com/afl/stats/games/2006/051020060819.html,Docklands
39069,56,St Kilda,"Sat, 19-Aug-2006 5:40 PM (7:40 PM)",114,Fremantle,58,20,2006,"Darren Goldspink (353), Shane McInerney (213), Derek Woodcock (111)",http://afltables.com/afl/stats/games/2006/081520060819.html,Subiaco
23764,114,West Coast,"Sun, 20-Aug-2006 1:10 PM",52,Brisbane Lions,-62,20,2006,"Chris Donlon (24), Simon Meredith (48), Stuart Wenn (190)",http://afltables.com/afl/stats/games/2006/181920060820.html,Gabba
37094,140,Richmond,"Sun, 20-Aug-2006 2:10 PM",95,Carlton,-45,20,2006,"Martin Ellis (200), Stefan Grun (40), Craig Hendrie (34)",http://afltables.com/afl/stats/games/2006/031420060820.html,Docklands
29457,132,Melbourne,"Sun, 20-Aug-2006 2:10 PM",82,Kangaroos,-50,20,2006,"Mathew Nicholls (52), Matthew Head (104), Scott McLaren (271)",http://afltables.com/afl/stats/games/2006/111220060820.html,M.C.G.
47120,142,St Kilda,"Fri, 25-Aug-2006 7:40 PM",92,Western Bulldogs,-50,21,2006,"Hayden Kennedy (386), Brett Allen (320), Scott Jeffery (104)",http://afltables.com/afl/stats/games/2006/071520060825.html,Docklands
23068,94,Melbourne,"Sat, 26-Aug-2006 2:10 PM",94,Geelong,0,21,2006,"Simon Meredith (49), Stuart Wenn (191), Martin Ellis (201)",http://afltables.com/afl/stats/games/2006/091120060826.html,Kardinia Park
18836,36,Kangaroos,"Sat, 26-Aug-2006 2:10 PM",58,Hawthorn,22,21,2006,"Stephen McBurney (233), Damien Sully (10), Kieron Nicholls (123)",http://afltables.com/afl/stats/games/2006/101220060826.html,York Park
48710,113,Essendon,"Sat, 26-Aug-2006 7:10 PM",129,Richmond,16,21,2006,"Matthew Head (105), Craig Hendrie (35), Shane McInerney (214)",http://afltables.com/afl/stats/games/2006/051420060826.html,M.C.G.
37659,40,Brisbane Lions,"Sat, 26-Aug-2006 7:10 PM",97,Sydney,57,21,2006,"Adam Davis (38), Mathew James (153), Stefan Grun (41)",http://afltables.com/afl/stats/games/2006/161920060826.html,Stadium Australia
41549,81,Adelaide,"Sun, 27-Aug-2006 12:40 PM (1:10 PM)",95,Port Adelaide,14,21,2006,"Scott McLaren (272), Ray Chamberlain (39), Derek Woodcock (112)",http://afltables.com/afl/stats/games/2006/011320060827.html,Football Park
57719,112,Carlton,"Sun, 27-Aug-2006 2:10 PM",156,Collingwood,44,21,2006,"Justin Schmitt (150), Chris Kamolins (20), Darren Goldspink (354)",http://afltables.com/afl/stats/games/2006/030420060827.html,M.C.G.
43527,118,Fremantle,"Sun, 27-Aug-2006 2:40 PM (4:40 PM)",61,West Coast,-57,21,2006,"Michael Vozzo (160), Brett Rosebury (95), Shaun Ryan (83)",http://afltables.com/afl/stats/games/2006/081820060827.html,Subiaco
42956,125,Essendon,"Fri, 1-Sep-2006 7:40 PM",147,Western Bulldogs,22,22,2006,"Ray Chamberlain (40), Martin Ellis (202), Stephen McBurney (234)",http://afltables.com/afl/stats/games/2006/050720060901.html,Docklands
35016,173,West Coast,"Sat, 2-Sep-2006 2:10 PM",85,Richmond,-88,22,2006,"Brett Allen (321), Adam Davis (39), Simon Meredith (50)",http://afltables.com/afl/stats/games/2006/141820060902.html,M.C.G.
41364,94,Melbourne,"Sat, 2-Sep-2006 2:40 PM (3:10 PM)",152,Adelaide,58,22,2006,"Darren Goldspink (355), Hayden Kennedy (387), Justin Schmitt (151)",http://afltables.com/afl/stats/games/2006/011120060902.html,Football Park
27101,108,St Kilda,"Sat, 2-Sep-2006 7:10 PM",57,Brisbane Lions,-51,22,2006,"Stefan Grun (42), Scott McLaren (273), Jason Quigley (48)",http://afltables.com/afl/stats/games/2006/151920060902.html,Gabba
41121,72,Port Adelaide,"Sat, 2-Sep-2006 5:40 PM (7:40 PM)",151,Fremantle,79,22,2006,"Scott Jeffery (105), Matt Stevic (50), Stuart Wenn (192)",http://afltables.com/afl/stats/games/2006/081320060902.html,Subiaco
33943,44,Carlton,"Sun, 3-Sep-2006 1:10 PM",136,Sydney,92,22,2006,"Michael Avon (114), Chris Donlon (25), Shane McInerney (215)",http://afltables.com/afl/stats/games/2006/031620060903.html,S.C.G.
49040,71,Kangaroos,"Sun, 3-Sep-2006 2:10 PM",139,Collingwood,68,22,2006,"Matthew Head (106), Mathew James (154), Shaun Ryan (84), Kieron Nicholls (124)",http://afltables.com/afl/stats/games/2006/041220060903.html,M.C.G.
28188,72,Geelong,"Sun, 3-Sep-2006 2:10 PM",133,Hawthorn,61,22,2006,"Brett Rosebury (96), Michael Vozzo (161), Derek Woodcock (113)",http://afltables.com/afl/stats/games/2006/091020060903.html,Docklands
67528,72,St Kilda,"Fri, 8-Sep-2006 7:30 PM",90,Melbourne,18,Elimination Final,2006,"Darren Goldspink (356), Brett Rosebury (97), Justin Schmitt (152)",http://afltables.com/afl/stats/games/2006/111520060908.html,M.C.G.
42208,46,Fremantle,"Sat, 9-Sep-2006 2:30 PM (3:00 PM)",76,Adelaide,30,Qualifying Final,2006,"Ray Chamberlain (41), Martin Ellis (203), Shane McInerney (216)",http://afltables.com/afl/stats/games/2006/010820060909.html,Football Park
43116,84,West Coast,"Sat, 9-Sep-2006 5:30 PM (7:30 PM)",85,Sydney,1,Qualifying Final,2006,"Stephen McBurney (235), Shaun Ryan (85), Michael Vozzo (162)",http://afltables.com/afl/stats/games/2006/161820060909.html,Subiaco
84284,80,Collingwood,"Sun, 10-Sep-2006 2:30 PM",121,Western Bulldogs,41,Elimination Final,2006,"Brett Allen (322), Scott Jeffery (106), Hayden Kennedy (388)",http://afltables.com/afl/stats/games/2006/040720060910.html,M.C.G.
42505,74,Melbourne,"Fri, 15-Sep-2006 6:30 PM (8:30 PM)",102,Fremantle,28,Semi Final,2006,"Darren Goldspink (357), Shane McInerney (217), Michael Vozzo (163)",http://afltables.com/afl/stats/games/2006/081120060915.html,Subiaco
43219,39,Western Bulldogs,"Sat, 16-Sep-2006 5:30 PM (7:30 PM)",113,West Coast,74,Semi Final,2006,"Brett Allen (323), Hayden Kennedy (389), Justin Schmitt (153)",http://afltables.com/afl/stats/games/2006/071820060916.html,Subiaco
61373,92,Fremantle,"Fri, 22-Sep-2006 8:00 PM",127,Sydney,35,Preliminary Final,2006,"Michael Vozzo (164), Stephen McBurney (236), Brett Allen (324)",http://afltables.com/afl/stats/games/2006/081620060922.html,Stadium Australia
50514,75,Adelaide,"Sat, 23-Sep-2006 3:00 PM (3:30 PM)",85,West Coast,10,Preliminary Final,2006,"Martin Ellis (204), Shaun Ryan (86), Darren Goldspink (358)",http://afltables.com/afl/stats/games/2006/011820060923.html,Football Park
97431,84,Sydney,"Sat, 30-Sep-2006 2:30 PM",85,West Coast,1,Grand Final,2006,"Brett Allen (325), Darren Goldspink (359), Michael Vozzo (165)",http://afltables.com/afl/stats/games/2006/161820060930.html,M.C.G.
49490,93,St Kilda,"Fri, 30-Mar-2007 7:40 PM",62,Melbourne,-31,1,2007,"Stephen McBurney (237), Simon Meredith (51), Matt Stevic (51)",http://afltables.com/afl/stats/games/2007/111520070330.html,M.C.G.
42402,82,Collingwood,"Sat, 31-Mar-2007 2:10 PM",79,Kangaroos,-3,1,2007,"Craig Hendrie (36), Kieron Nicholls (125), Stuart Wenn (193)",http://afltables.com/afl/stats/games/2007/041220070331.html,M.C.G.
37425,121,Port Adelaide,"Sat, 31-Mar-2007 2:10 PM (4:10 PM)",105,Fremantle,-16,1,2007,"Ray Chamberlain (42), Brett Rosebury (98), Damien Sully (11)",http://afltables.com/afl/stats/games/2007/081320070331.html,Subiaco
27104,44,Hawthorn,"Sat, 31-Mar-2007 7:15 PM",69,Brisbane Lions,25,1,2007,"Stefan Grun (43), Matthew Head (107), Troy Pannell (27)",http://afltables.com/afl/stats/games/2007/101920070331.html,Gabba
62586,74,West Coast,"Sat, 31-Mar-2007 7:15 PM",73,Sydney,-1,1,2007,"Scott Jeffery (107), Shaun Ryan (87), Michael Vozzo (166)",http://afltables.com/afl/stats/games/2007/161820070331.html,Stadium Australia
43064,105,Essendon,"Sun, 1-Apr-2007 12:40 PM (1:10 PM)",74,Adelaide,-31,1,2007,"Michael Avon (115), Luke Farmer (1), Hayden Kennedy (390)",http://afltables.com/afl/stats/games/2007/010520070401.html,Football Park
42626,93,Geelong,"Sun, 1-Apr-2007 2:10 PM",113,Western Bulldogs,20,1,2007,"Chris Donlon (26), Shane McInerney (218), Dean Margetts (73)",http://afltables.com/afl/stats/games/2007/070920070401.html,Docklands
59847,98,Richmond,"Sun, 1-Apr-2007 5:10 PM",115,Carlton,17,1,2007,"Martin Ellis (205), Chris Kamolins (21), Mathew Nicholls (53)",http://afltables.com/afl/stats/games/2007/031420070401.html,M.C.G.
28266,50,St Kilda,"Thu, 5-Apr-2007 7:40 PM",102,Brisbane Lions,52,2,2007,"Scott Jeffery (108), Kieron Nicholls (126), Michael Vozzo (167)",http://afltables.com/afl/stats/games/2007/151920070405.html,Gabba
37985,88,Sydney,"Sat, 7-Apr-2007 2:10 PM",72,Richmond,-16,2,2007,"Luke Farmer (2), Craig Hendrie (37), Hayden Kennedy (391)",http://afltables.com/afl/stats/games/2007/141620070407.html,M.C.G.
41113,84,Carlton,"Sat, 7-Apr-2007 7:10 PM",162,Geelong,78,2,2007,"Michael Avon (116), Dean Margetts (74), Matt Stevic (52)",http://afltables.com/afl/stats/games/2007/030920070407.html,Docklands
40413,75,Collingwood,"Sat, 7-Apr-2007 5:40 PM (7:40 PM)",87,West Coast,12,2,2007,"Simon Meredith (52), Troy Pannell (28), Stuart Wenn (194)",http://afltables.com/afl/stats/games/2007/041820070407.html,Subiaco
25054,104,Kangaroos,"Sun, 8-Apr-2007 12:40 PM (1:10 PM)",122,Port Adelaide,18,2,2007,"Martin Ellis (206), Chris Kamolins (22), Mathew Nicholls (54)",http://afltables.com/afl/stats/games/2007/121320070408.html,Football Park
32623,112,Fremantle,"Sun, 8-Apr-2007 2:10 PM",122,Essendon,10,2,2007,"Chris Donlon (27), Stephen McBurney (238), Shane McInerney (219)",http://afltables.com/afl/stats/games/2007/050820070408.html,Docklands
27199,110,Adelaide,"Sun, 8-Apr-2007 5:10 PM",72,Western Bulldogs,-38,2,2007,"Ray Chamberlain (43), Matthew Head (108), Scott Jeffery (109)",http://afltables.com/afl/stats/games/2007/010720070408.html,M.C.G.
43197,94,Melbourne,"Mon, 9-Apr-2007 2:10 PM",116,Hawthorn,22,2,2007,"Brett Rosebury (99), Shaun Ryan (88), Damien Sully (12)",http://afltables.com/afl/stats/games/2007/101120070409.html,M.C.G.
70569,90,Richmond,"Fri, 13-Apr-2007 7:40 PM",115,Collingwood,25,3,2007,"Stefan Grun (44), Shane McInerney (220), Matt Stevic (53)",http://afltables.com/afl/stats/games/2007/041420070413.html,M.C.G.
64710,122,Essendon,"Sat, 14-Apr-2007 2:10 PM",125,Carlton,3,3,2007,"Kieron Nicholls (127), Damien Sully (13), Michael Vozzo (168)",http://afltables.com/afl/stats/games/2007/030520070414.html,M.C.G.
36959,87,Adelaide,"Sat, 14-Apr-2007 2:40 PM (3:10 PM)",63,Port Adelaide,-24,3,2007,"Ray Chamberlain (44), Matthew Head (109), Shaun Ryan (89)",http://afltables.com/afl/stats/games/2007/011320070414.html,Football Park
38474,66,Western Bulldogs,"Sat, 14-Apr-2007 7:10 PM",116,St Kilda,50,3,2007,"Chris Donlon (28), Stephen McBurney (239), Brett Rosebury (100)",http://afltables.com/afl/stats/games/2007/071520070414.html,Docklands
42051,101,West Coast,"Sat, 14-Apr-2007 5:40 PM (7:40 PM)",70,Fremantle,-31,3,2007,"Hayden Kennedy (392), Mathew Nicholls (55), Stuart Wenn (195)",http://afltables.com/afl/stats/games/2007/081820070414.html,Subiaco
24854,69,Brisbane Lions,"Sun, 15-Apr-2007 1:10 PM",96,Sydney,27,3,2007,"Brett Allen (326), Chris Kamolins (23), Simon Meredith (53)",http://afltables.com/afl/stats/games/2007/161920070415.html,S.C.G.
38438,109,Geelong,"Sun, 15-Apr-2007 2:10 PM",57,Melbourne,-52,3,2007,"Michael Avon (117), Martin Ellis (207), Craig Hendrie (38)",http://afltables.com/afl/stats/games/2007/091120070415.html,M.C.G.
28481,91,Hawthorn,"Sun, 15-Apr-2007 5:10 PM",70,Kangaroos,-21,3,2007,"Luke Farmer (3), Scott Jeffery (110), Dean Margetts (75)",http://afltables.com/afl/stats/games/2007/101220070415.html,Docklands
36821,132,Western Bulldogs,"Fri, 20-Apr-2007 7:40 PM",100,Richmond,-32,4,2007,"Ray Chamberlain (45), Dean Margetts (76), Michael Vozzo (169)",http://afltables.com/afl/stats/games/2007/071420070420.html,M.C.G.
35355,84,Port Adelaide,"Sat, 21-Apr-2007 2:10 PM",66,Collingwood,-18,4,2007,"Brett Allen (327), Stefan Grun (45), Matthew Head (110)",http://afltables.com/afl/stats/games/2007/041320070421.html,M.C.G.
47605,99,Essendon,"Sat, 21-Apr-2007 2:10 PM",68,St Kilda,-31,4,2007,"Scott Jeffery (111), Hayden Kennedy (393), Mathew Nicholls (56)",http://afltables.com/afl/stats/games/2007/051520070421.html,Docklands
11133,63,Brisbane Lions,"Sat, 21-Apr-2007 7:15 PM",87,Kangaroos,24,4,2007,"Chris Kamolins (24), Kieron Nicholls (128), Matt Stevic (54)",http://afltables.com/afl/stats/games/2007/121920070421.html,Carrara
43752,44,Sydney,"Sat, 21-Apr-2007 7:10 PM (7:40 PM)",61,Adelaide,17,4,2007,"Chris Donlon (29), Shane McInerney (221), Brett Rosebury (101)",http://afltables.com/afl/stats/games/2007/011620070421.html,Football Park
17120,72,Geelong,"Sun, 22-Apr-2007 1:10 PM",76,Hawthorn,4,4,2007,"Simon Meredith (54), Shaun Ryan (90), Stuart Wenn (196)",http://afltables.com/afl/stats/games/2007/091020070422.html,York Park
16654,137,Fremantle,"Sun, 22-Apr-2007 2:10 PM",92,Melbourne,-45,4,2007,"Michael Avon (118), Martin Ellis (208), Luke Farmer (4)",http://afltables.com/afl/stats/games/2007/081120070422.html,M.C.G.
41016,39,Carlton,"Sun, 22-Apr-2007 2:40 PM (4:40 PM)",100,West Coast,61,4,2007,"Stephen McBurney (240), Troy Pannell (29), Damien Sully (14)",http://afltables.com/afl/stats/games/2007/031820070422.html,Subiaco
90508,95,Collingwood,"Wed, 25-Apr-2007 2:40 PM",79,Essendon,-16,5,2007,"Scott Jeffery (112), Shane McInerney (222), Michael Vozzo (170)",http://afltables.com/afl/stats/games/2007/040520070425.html,M.C.G.
24438,43,St Kilda,"Fri, 27-Apr-2007 7:10 PM (7:40 PM)",96,Port Adelaide,53,5,2007,"Stefan Grun (46), Stephen McBurney (241), Matt Stevic (55)",http://afltables.com/afl/stats/games/2007/131520070427.html,Football Park
27326,99,West Coast,"Sat, 28-Apr-2007 2:10 PM",76,Richmond,-23,5,2007,"Troy Pannell (30), Shaun Ryan (91), Stuart Wenn (197)",http://afltables.com/afl/stats/games/2007/141820070428.html,M.C.G.
33598,136,Brisbane Lions,"Sat, 28-Apr-2007 7:10 PM",124,Carlton,-12,5,2007,"Chris Donlon (30), Matthew Head (111), Mathew James (155)",http://afltables.com/afl/stats/games/2007/031920070428.html,Docklands
23354,60,Melbourne,"Sat, 28-Apr-2007 7:10 PM",109,Sydney,49,5,2007,"Hayden Kennedy (394), Mathew Nicholls (57), Brett Rosebury (102)",http://afltables.com/afl/stats/games/2007/111620070428.html,S.C.G.
31982,110,Western Bulldogs,"Sun, 29-Apr-2007 1:10 PM",93,Hawthorn,-17,5,2007,"Michael Avon (119), Ray Chamberlain (46), Kieron Nicholls (129)",http://afltables.com/afl/stats/games/2007/071020070429.html,M.C.G.
21468,118,Kangaroos,"Sun, 29-Apr-2007 2:15 PM",102,Geelong,-16,5,2007,"Scott McLaren (274), Simon Meredith (55), Damien Sully (15)",http://afltables.com/afl/stats/games/2007/091220070429.html,Kardinia Park
37172,57,Adelaide,"Sun, 29-Apr-2007 2:45 PM (4:45 PM)",58,Fremantle,1,5,2007,"Brett Allen (328), Martin Ellis (209), Dean Margetts (77)",http://afltables.com/afl/stats/games/2007/010820070429.html,Subiaco
45513,82,Carlton,"Fri, 4-May-2007 7:40 PM",125,St Kilda,43,6,2007,"Brett Allen (329), Scott Jeffery (113), Brett Rosebury (103)",http://afltables.com/afl/stats/games/2007/031520070504.html,Docklands
52047,131,Hawthorn,"Sat, 5-May-2007 2:10 PM",96,Essendon,-35,6,2007,"Stefan Grun (47), Stephen McBurney (242), Matt Stevic (56)",http://afltables.com/afl/stats/games/2007/051020070505.html,M.C.G.
40668,62,Western Bulldogs,"Sat, 5-May-2007 2:10 PM (4:10 PM)",77,West Coast,15,6,2007,"Chris Donlon (31), Dean Margetts (78), Michael Vozzo (171)",http://afltables.com/afl/stats/games/2007/071820070505.html,Subiaco
27045,95,Sydney,"Sat, 5-May-2007 7:10 PM",111,Kangaroos,16,6,2007,"Martin Ellis (210), Shane McInerney (223), Damien Sully (16)",http://afltables.com/afl/stats/games/2007/121620070505.html,Docklands
43915,86,Collingwood,"Sat, 5-May-2007 7:10 PM (7:40 PM)",62,Adelaide,-24,6,2007,"Ray Chamberlain (47), Scott McLaren (275), Simon Meredith (56)",http://afltables.com/afl/stats/games/2007/010420070505.html,Football Park
27175,75,Fremantle,"Sun, 6-May-2007 1:10 PM",120,Brisbane Lions,45,6,2007,"Mathew James (156), Mathew Nicholls (58), Stuart Wenn (198)",http://afltables.com/afl/stats/games/2007/081920070506.html,Gabba
16266,76,Port Adelaide,"Sun, 6-May-2007 2:10 PM",71,Melbourne,-5,6,2007,"Luke Farmer (5), Craig Hendrie (39), Shaun Ryan (92)",http://afltables.com/afl/stats/games/2007/111320070506.html,M.C.G.
34584,222,Geelong,"Sun, 6-May-2007 5:10 PM",65,Richmond,-157,6,2007,"Michael Avon (120), Hayden Kennedy (395), Kieron Nicholls (130)",http://afltables.com/afl/stats/games/2007/091420070506.html,Docklands
42730,95,Essendon,"Fri, 11-May-2007 7:40 PM",117,Kangaroos,22,7,2007,"Ray Chamberlain (48), Dean Margetts (79), Michael Vozzo (172)",http://afltables.com/afl/stats/games/2007/051220070511.html,Docklands
77321,95,Carlton,"Sat, 12-May-2007 2:10 PM",119,Collingwood,24,7,2007,"Stephen McBurney (243), Kieron Nicholls (131), Stuart Wenn (199)",http://afltables.com/afl/stats/games/2007/030420070512.html,M.C.G.
26232,75,Richmond,"Sat, 12-May-2007 2:40 PM (3:10 PM)",115,Port Adelaide,40,7,2007,"Luke Farmer (6), Stefan Grun (48), Brett Rosebury (104)",http://afltables.com/afl/stats/games/2007/131420070512.html,Football Park
26978,100,Adelaide,"Sat, 12-May-2007 7:10 PM",69,Brisbane Lions,-31,7,2007,"Martin Ellis (211), Scott Jeffery (114), Chris Kamolins (25)",http://afltables.com/afl/stats/games/2007/011920070512.html,Gabba
37816,71,Sydney,"Sat, 12-May-2007 7:10 PM",97,St Kilda,26,7,2007,"Michael Avon (121), Mathew James (157), Shaun Ryan (93)",http://afltables.com/afl/stats/games/2007/151620070512.html,Docklands
22014,70,West Coast,"Sun, 13-May-2007 1:10 PM",109,Geelong,39,7,2007,"Brett Allen (330), Mathew Nicholls (59), Matt Stevic (57)",http://afltables.com/afl/stats/games/2007/091820070513.html,Kardinia Park
